pr_gene_symbol,Erlotinib,Olaparib,Gemcitabine
SMG6,0.011329651,-0.0899415,-0.4338045
ANKS1A,-0.15353584,-0.019916534,-1.3319874
MGRN1,0.41264153,0.41691494,-0.79465485
BICD2,-0.5979152,-0.20642614,-0.93735504
FMO5,0.32258224,0.29959297,-0.99825096
EHBP1,-0.82582283,-0.29431438,-1.4051747
WSCD1,-0.117173195,-0.0476532,0.07282877
KIF13B,0.59336996,-0.04046154,-0.009485245
UBR2,0.36204433,0.057404518,-1.328186
ACSL6,-0.42125845,-0.026991367,0.24569297
NEMP1,-0.039813995,0.19873571,0.59259415
FKBP15,-0.09885597,0.09112644,0.45069742
ICOSLG,0.4669175,0.22404718,0.5397072
SIN3B,0.5139961,0.32633734,-0.92326117
FMOD,0.47142172,0.27042294,-0.23096514
NCAPD3,-0.43479252,0.1255579,-0.2558031
DMXL2,-0.77197504,0.30345345,1.8618793
KIAA0930,1.0009966,0.31700993,-1.2453156
SATB2,-0.7930498,0.16711617,-1.3496966
SLC9A8,0.099473,-0.1428299,0.056844234
CUX2,-0.2188487,0.0017414093,-0.18214846
DNAJC13,0.19100094,0.25321198,-0.28782034
ZCCHC11,0.36727333,0.06562281,-0.17748976
FMR1,-0.043132782,0.31835175,-0.27098083
RPGRIP1L,-0.14099598,0.1835661,-0.6041422
MAN2B2,-0.07834244,-0.52094316,0.62327003
NEDD4L,0.118187904,0.17405367,-0.34709358
SASH1,0.09145832,-0.11615372,-1.077508
TBC1D30,0.47680712,-0.30406713,0.15257359
TTC28,-0.33023405,0.01066494,-0.3751316
CLASP1,-0.40530443,-0.15219831,-0.055042267
DPY19L1,-0.52677345,-0.11771965,1.0023108
SZT2,0.14946556,0.11505699,-0.3872528
SYNM,0.534276,-0.47763348,0.5034561
VPS39,0.06106615,-0.034906387,-0.37652826
DNAJC16,0.15554523,-0.12606335,-0.84939766
ESYT1,-0.4376135,0.018424034,0.35152435
SYNE1,-1.2931285,-0.30389452,0.12887621
SMCHD1,1.1455808,0.3246889,-0.39173794
DOCK9,-0.23860264,-0.37882185,-1.1565952
PHF24,-0.03299713,0.02126503,-0.22240496
FN1,-0.92655945,-1.010807,0.22666645
U2SURP,-0.503088,-0.07223225,1.1682806
KHNYN,0.7614794,0.085142136,-0.07655048
UBR4,-0.5811558,-0.23465443,1.2234955
SUN1,0.15615845,0.016888618,0.91076756
HAUS5,-0.080124855,0.08382034,-0.33001423
VPS8,0.23397541,0.039943695,0.9334078
ANGEL1,-0.027510166,0.07181263,-0.6371393
USP24,0.06321621,-0.056149006,-0.67313194
FAM189A1,0.26050615,0.0057382584,-0.35042763
FNBP4,-0.24892044,-0.15159178,0.51770115
ZNF629,0.14926434,-0.33532715,-0.3556528
PSD3,-0.43270922,-0.15154743,-0.47502804
OBSL1,0.8019419,-0.28277397,-0.59719706
KIAA0895,-0.24649525,-0.04605961,0.06951904
LARP1,-0.06553841,-0.06667614,0.30050182
PUM2,0.01480341,-0.14200974,0.19173098
TNS2,0.012005806,0.0009288788,-0.94866085
CRTC1,0.3043828,0.14293385,-0.13464546
UFL1,-0.11360264,-0.08979893,-0.13812637
ICE1,0.7742615,0.512063,-0.14585781
SRGAP2,-0.08281565,-0.28549528,-0.577919
SMG5,-0.269629,-0.24932623,0.4157095
AHCYL2,0.37472963,0.11278057,0.30031776
MAU2,0.47004795,0.19349766,-0.17048836
NCSTN,0.3789711,-0.056749344,-0.16776466
SIK3,0.43018913,-0.18100977,0.44296217
MED13L,-0.35554886,0.03526783,0.79660034
FNTA,-0.12669468,0.14856625,0.07044315
ZDHHC17,0.33380842,0.14775419,0.30550575
KIAA0368,-0.53982496,-0.26180363,0.1433487
ADNP,-0.10714722,-0.03416252,-0.27217388
LARS2,-0.37958813,-0.08813143,-0.12058449
PIP5K1C,-0.1985588,-0.022310257,-0.20389557
NCAPH,-0.40285683,-0.1131773,-0.5390086
PPWD1,0.4926653,0.24522686,0.49449062
CTDNEP1,0.21337032,0.045326233,0.085357666
ATP13A2,-0.68640757,-0.2219944,0.0013165474
FRAT2,0.26540184,-0.06423664,-0.96368694
FBXO46,0.43579674,-0.06154442,-0.6640835
EXOSC2,-0.18877888,0.042601585,-0.462327
DICER1,0.016716957,0.30900908,0.03005886
COTL1,-0.74475956,-0.24440384,1.5513067
SIRT5,-0.037683487,-0.30059433,-1.0149422
SIRT4,0.17569733,0.20512009,-0.6191921
SIRT1,0.32291842,0.055952072,1.7552171
COMMD3,-1.0983071,-0.61950016,0.23788261
NCS1,-0.049017906,-0.08045769,0.34207296
ZFPM2,0.5328026,0.91044426,0.1609106
MLYCD,0.107082844,-0.18864012,-0.27741766
CRB1,0.12568712,0.017585754,0.1879754
ITGB3BP,-0.26655674,0.19865227,-0.04850006
TMED3,-0.69443035,-0.33330536,-0.32172585
TDRD7,-0.5804682,-0.4336424,0.09652996
SLC7A8,0.6678281,0.55839205,-0.68254757
RYBP,0.974329,-0.029277802,2.0951414
AP4E1,0.10447788,0.047256947,-0.12363291
GPR161,0.34792757,0.00044822693,-0.83655024
RHOQ,0.49053955,-0.01245451,0.33854914
TARDBP,0.08117962,-0.11681366,-0.18514395
HARS2,-0.33730888,-0.35139847,0.21064377
SLC44A1,0.006919384,-0.36560154,0.72419405
SF3B3,-0.15923405,0.09974766,-0.4389677
SF3B1,-0.46808243,-0.23501682,0.45073414
ANGPTL2,1.1863928,0.23059034,-1.3280458
ABCB9,-0.17036724,0.03891182,0.7924242
ABCA6,-0.09192562,-0.02347517,-0.70296097
ABCA5,-0.13909721,-0.43444204,0.019205093
HEY1,0.1012063,-0.10753918,-1.9866905
GCAT,-0.06995249,0.076443195,-0.23733044
CBX6,0.74005985,0.09995794,-0.3017397
NPTXR,0.55284786,0.08930874,-0.29090452
CBX5,0.037628174,-0.4128971,-0.9436693
PHF3,0.46943188,0.002187252,-0.3270135
TRAM1,-0.10098171,0.015049458,-0.6594801
CAPN7,-0.57841825,-0.28340244,0.73832273
ETHE1,1.0411472,-0.16031265,0.003118515
QPRT,-0.57666445,0.10267162,0.24412107
BRD4,1.4743509,0.11942577,0.094083786
SEC11A,-0.49425602,-0.39530087,0.3915329
ISCU,-0.18126583,-0.27086926,0.80714226
FOLR1,0.008194923,0.38583374,-2.3153744
SEC61G,-0.40979958,-0.19904327,1.7204008
PES1,-0.074869156,0.097940445,-0.14396
TGDS,0.25687885,-0.07016945,0.056263924
LEPROTL1,0.7051196,-0.24947643,-1.6396642
CBX7,1.1692867,0.31449366,-0.86473846
HEY2,-0.2891922,0.05499363,0.016022205
HAAO,-0.056542873,0.03807068,-0.07155132
FOLR2,0.12256384,0.14349699,0.62495637
DAAM2,0.7228813,0.5034051,-0.68998194
ZFYVE26,0.22381449,0.30240488,0.5038514
RIMBP2,0.53918076,0.13175106,0.442204
TMEM131,0.5503473,0.3046341,0.33618164
GLTSCR1L,0.007742405,-0.46340752,-0.84413004
LRRC8B,0.44497585,0.12443876,-0.49367857
TTC9,-0.29024363,-0.2713833,-0.20120573
POFUT1,-0.53691435,-0.06020689,-0.6064625
KCTD2,-0.15318394,-0.23253965,-0.1428132
NUP188,-0.59084845,-0.23864794,0.04757929
SCRIB,0.036678314,0.027386665,-0.72330093
SPIDR,0.21057892,0.058397293,0.2858944
MORC3,-0.027246952,0.30884695,0.65586615
SLC39A14,-0.095562935,0.4037943,-0.71934605
SKIV2L2,0.13057232,0.08249664,-1.2081418
R3HDM1,-0.4393139,-0.029721737,-0.25266838
FOLR3,-0.005458355,0.12877035,-0.22323895
RPL13A,0.13904762,-0.30915165,-0.69124603
CABIN1,-0.0997529,-0.2679267,-0.7561698
SRRM2,0.25572872,0.03901863,0.079901695
HMHA1,0.30437517,-0.27273512,-0.20761538
ACAP2,0.122136116,0.40384674,0.29360437
ZNF281,0.058895588,-0.0028467178,0.41027546
CLCF1,-0.4165988,-0.34712172,0.89060307
MMD,-0.24224663,0.14492893,-0.18304825
PIK3R5,0.06495142,0.08951807,0.86158943
TNPO3,-0.12248421,0.09454727,0.3315959
FOSB,-0.6144099,-0.05027628,2.4787278
SEC14L2,-0.4791255,-0.34952784,-0.31794548
MAPK8IP2,0.43809462,0.2170639,-0.16006708
RBFOX2,0.44052124,0.2610445,-1.3430147
SEZ6L,0.08699751,-0.025039673,0.14550543
ATP6V0A2,-0.07381725,0.03690672,0.39763355
LILRA4,0.20269322,-0.20524454,0.62687874
TTC33,-0.019904137,0.12003565,-0.059075832
DNPEP,0.13144016,-0.2168274,-0.002521515
FOSL2,0.03928995,-0.04458046,0.75557804
PSD4,0.5501547,0.21901274,0.092121124
CDK20,0.018781662,0.019553185,-0.56602335
HYAL4,-0.19800615,-0.0027694702,0.5299473
TSPAN12,0.20697689,0.36758995,-1.4609733
TSPAN15,0.49371147,0.097374916,0.30330086
PIGN,-0.0067596436,0.033661842,-1.1632624
WBP2,1.0308084,0.05306816,-0.08551693
GTPBP4,-0.6723671,-0.251132,-0.4777403
DDAH2,0.054112434,-0.21505785,-0.16123629
LPAR3,0.56473255,0.3325982,-0.33893442
ARL2BP,0.15795898,0.24543762,1.2378054
FPR1,0.07851362,-0.41752386,1.8591914
DDAH1,0.40310383,0.16867828,0.9183645
FPR2,0.03788376,-0.012796879,1.441396
CDC42EP4,0.008560181,0.09712982,-1.7343264
SMUG1,0.36766815,0.3596816,-0.51109314
DDX58,-0.1442895,-0.07831383,-0.49008465
ELP5,0.3832264,0.44046783,0.02365303
CARHSP1,-0.2631626,0.20371342,-0.8663125
FPR3,0.34666777,0.4593587,0.39315987
PDSS1,-0.94270754,0.27871418,0.5677805
LEMD3,-0.5119257,-0.2779827,0.591095
HEBP2,-0.33881855,-0.7392826,0.24513721
ORC6,-0.951241,0.104842186,1.0696573
ORC3,0.30622864,0.08335781,-0.96866226
OPN3,0.51788807,0.30730152,-0.15088558
PATZ1,0.15902472,-0.55968237,-1.060307
CLEC5A,1.0400062,0.01639986,0.45801258
CORO1C,-0.8675728,-0.086027145,0.6840501
DAPK2,0.16369152,-0.13357067,-0.30190182
CD2AP,0.51878166,0.3027029,-0.24631691
MKRN1,0.4151163,-0.23865509,-0.5925741
MKRN2,-0.6984153,-0.12983036,-0.11747503
PHLDA3,0.19614887,-0.020716667,0.1528759
ZMYND8,0.45557308,0.057914734,-1.0635242
SH3BP1,-0.3142581,-0.14694786,-0.057038784
NTSR2,0.25844526,0.18427467,0.47375774
BACE1,-0.42029667,-0.15053082,0.1348095
RUSC1,-0.31777096,0.057351112,-0.6431532
CBLC,0.5172334,0.20153713,-0.1682496
CA14,0.09958553,-0.15642214,0.22278643
KPNA6,-0.07174587,-0.0010156631,-0.9009104
RABGAP1,-0.06388092,-0.4670186,-0.19922113
LRRC6,-0.45858526,-0.19685507,-0.20376062
HSPBP1,-0.4789076,-0.10091877,-0.26898956
LDOC1,-0.14612198,0.78038406,-0.7069454
LY96,1.9418817,0.914886,1.7637634
EDC4,0.12978697,0.14944029,-0.1305232
PPP1R15A,0.8957505,-0.054830074,2.127582
PLD3,0.47508144,0.49417305,-0.19588566
SSBP3,-0.096986294,0.028753757,-0.4906621
POLA2,-0.44611645,0.029820919,0.08731556
TRIM29,0.92575073,-0.2016716,0.5568056
PLXNB2,1.3060188,0.33971977,-0.07793045
SLC7A11,2.0699544,-0.01682806,2.9985347
ZKSCAN5,-0.119194984,-0.11561394,0.31004524
STX12,-0.11433458,-0.23162556,0.5838537
SMPX,-0.069088936,0.1707716,-0.12150478
SH3BP4,-0.7413206,0.14763355,-2.4560375
RAB38,0.28510332,0.21111393,0.13175249
PRKD3,0.589118,0.061406136,-0.34408855
KCNE4,-0.20265293,0.4816451,-0.22358084
CADM1,-0.32379913,0.045552254,-2.5362883
GSPT2,0.25500965,-0.07806301,0.091542244
GABARAPL1,0.19153452,0.20730591,0.980845
BHMT2,0.31837463,0.41147423,-0.9188361
SDF2L1,0.028763771,0.011099815,-0.23972225
PPIL2,0.12387848,0.002257824,-0.39225912
PITPNB,-0.30200672,0.16303062,-0.111432076
PISD,0.26939774,0.2027216,-0.31630135
OSBP2,0.6318779,0.15614176,-0.31754684
MAFF,0.23766136,0.1305952,1.4070702
IL17RA,0.3926854,0.021064281,0.06763077
FLRT3,-0.5887432,-0.86987543,0.007842541
FLRT2,-0.065443516,-0.10629845,-0.087545395
FLRT1,0.12891054,0.11196995,-0.1365447
FKBP8,0.33130646,0.13876152,-0.3466339
BRD1,0.23613071,0.23571587,0.7228532
APOL2,-0.1994381,-0.07115841,0.13066292
BCL2L13,0.641737,0.2903366,-0.5468712
MTCH1,-0.047387123,-0.1913557,0.7907553
MTCH2,-1.1153965,-0.108062744,-0.385437
ALOX12,0.08492231,0.15189123,-0.594151
FXN,-0.3467512,0.07234383,-0.22384262
ALOX5,1.0432844,0.43411255,-0.4027214
ALOX5AP,1.332006,0.11272621,0.37115097
KIF4A,-0.4176817,-0.07862949,0.1998825
IFIT5,-0.11653042,-0.18316078,-0.6647687
EML2,0.6568432,0.07105827,0.01768446
FTSJ1,-0.3214016,-0.100637436,1.5387249
LAMP5,-0.12023735,-0.20603418,0.3411317
NAT6,-0.09079313,-0.1222744,-0.36840868
TFIP11,0.34851456,0.12877178,0.43687057
PANX1,0.20889616,-0.031069279,0.8175621
CLDN15,-0.10884237,0.4304738,0.53364706
FJX1,-0.33152676,0.014042854,-1.6992626
PRPF6,0.30836487,0.012905121,-0.26441574
FRK,-0.24454784,-0.17206192,-0.41140485
RNASEH1,-0.15742397,-0.07787323,-0.026376724
ALOX15B,0.2967348,0.43433666,0.0015096664
MTOR,0.32117367,0.030057907,-0.18278313
FRG1,-0.4845314,0.0714941,0.65915394
FRZB,-0.4275565,0.0035595894,-0.45148897
ALPL,0.14227343,-0.20270109,-1.3086376
CENPI,-0.40702868,-0.09445667,-0.2194643
NR5A2,0.7828274,0.4651103,-0.69273615
FTH1,1.5814686,0.36729813,1.806314
FTL,0.045067787,0.24279594,0.19331646
FUCA1,-0.26893234,-0.31649065,0.46228838
FUS,-1.144247,-0.25622177,0.22049809
FUT2,-0.014485836,-0.10323095,0.5920408
FUT3,0.28598404,0.24229145,0.0017538071
FUT6,0.13634396,0.16118526,0.10996342
FUT8,0.1563158,0.097429276,1.1376114
KDSR,-0.7879915,-0.23938131,0.33195686
ACKR1,0.14332068,0.11520499,0.79929876
FYB,0.030730247,0.0071287155,0.98843646
ZBTB38,-0.4724102,-0.24873447,0.7746892
FZD2,0.6200361,-0.32904816,-0.7193408
IFI6,-0.5562906,-0.73055077,-0.5494633
CERS6,-0.08973217,0.007706642,-0.31276512
G6PD,0.78718376,0.3550148,-1.7520084
YTHDF3,-0.6702137,-0.08991623,1.1206398
RALGAPA1,0.05943203,-0.041175842,-0.36828136
KCTD13,0.21557617,0.20578861,-0.4470744
ASPHD1,0.2236743,-0.001185894,0.02015686
EHBP1L1,0.34831095,0.123417854,0.19684792
GAGE1,0.3486128,0.10730934,-0.57939196
ZDHHC24,-0.61009884,-0.3123393,0.1018877
MCM9,-0.043767452,-0.32918024,0.80843544
LPCAT4,0.68321705,0.648818,-0.72740126
XRCC6,0.3658743,0.21231651,-0.2561941
GAB1,0.32788277,0.2475295,1.0613599
GABBR1,0.514204,0.3268795,-0.47346497
GABPA,-0.024053097,-0.1465683,0.75492144
GABRA1,0.021725655,0.119288445,0.14592505
GABRA2,-0.44013214,-0.007936001,0.8263824
GABRA3,0.067221165,-0.065923214,-0.08198929
GABRA4,0.19338226,-0.04707241,-0.002439499
GABRA5,0.07793093,0.17227721,0.13202763
GABRB1,-0.36935282,-0.047331333,0.9775572
GABRB3,0.11517,0.015752316,-0.20868444
STEAP1B,0.21279287,0.057005882,0.24973822
GABRD,0.18354464,0.14690542,0.1976304
GABRE,0.54468966,-0.009636402,-1.7863784
GABRG2,0.16500044,0.061790943,0.55739546
GABRG3,0.15600443,0.070818424,-0.14697027
GABRP,1.5968199,0.5084324,-0.5747013
KANK3,-0.01787281,-0.01031971,-0.07164812
SERINC5,0.6688142,-0.034385204,0.82008123
GAD1,-0.61617875,0.22959137,1.1444004
GAD2,0.2803669,0.32371426,-0.049353123
C2orf72,0.28921413,0.25537157,0.10176706
KIAA1549L,-0.11905146,-0.072770596,-0.57915163
SLC24A2,0.16228342,0.0018510818,-2.861023e-06
TBC1D22A,0.44657803,-0.031465054,0.024606705
CBY1,0.17133522,-0.16462898,-0.6384325
SUN2,-0.013462067,-0.35446882,-0.94390583
DSTYK,0.19227791,0.026348114,-0.67333126
RASGRP3,0.23009872,0.12563324,0.20932388
RAB3GAP2,0.08290291,-0.01672268,0.55208206
DGCR11,0.12953854,-0.04470539,-0.32690668
DGCR9,-0.00909853,0.12755775,-0.28465986
RAD54B,-0.40494537,0.42835236,-0.69107866
TMEM59L,0.3939371,0.2105422,0.002070427
CFAP45,0.105237484,-0.0015716553,0.5157132
CIZ1,0.2665329,-0.08624649,0.49543428
PGLS,0.55852604,-0.206316,0.45812416
QPCT,-0.089203835,-0.2893982,1.2720747
ZNF324,0.028225422,0.012040138,-0.97421837
GAK,-0.22831011,-0.11233282,-0.40188885
SLC39A6,0.03982973,-0.18287611,-0.75466347
GCA,-0.4303403,-0.21304655,-0.23825026
LMOD1,0.98909426,0.20933056,-1.1918736
LSM4,-0.78508854,-0.3217125,-0.9324417
RHBDD3,0.18304539,0.102799416,0.36798096
TTLL1,0.28676796,0.021550655,-0.16795874
GALC,0.8730192,0.46718597,1.6452665
SAMM50,0.31853104,-0.1263504,-0.32448864
ATXN10,1.0783644,0.3239603,-0.34470272
TNFAIP8,0.2517476,0.30200434,-0.18429565
NOCT,-0.1308136,0.052801132,0.4933982
ARIH1,-0.17154503,0.044879913,1.623261
MTO1,0.30546093,0.16577148,0.31588268
DNAJB5,0.44924736,0.23976278,-0.020792007
FBXL2,-0.58166504,-0.1352272,-0.30293655
TXN2,0.17855072,-0.032315254,-0.40635777
TMEM184B,0.79959536,0.15328312,-0.7270889
B4GALNT1,0.015788555,0.24869394,0.32860708
SULT4A1,-0.052586555,-0.12972403,0.7302613
MGAT4C,-0.08761358,0.021570683,0.6627071
NIPBL,0.45556593,0.15574026,0.14391613
RAB26,-0.05851841,-0.07706547,-0.43336296
GALK1,-0.05484438,0.10722256,-0.5038209
METTL7A,0.4323225,0.3462639,-2.915368
ABTB2,0.0926857,-0.13169575,0.06715536
ASF1A,-0.15020227,0.07351017,-1.7825837
YIPF3,0.5204296,-0.10895443,-1.2588434
ANAPC13,-0.19845104,-0.119309425,0.357522
PARM1,0.50678444,0.48893833,0.06360245
GALK2,-0.025793552,0.019289494,0.060362816
ARMC8,-0.4367466,-0.3169899,-0.38021946
FAM149A,0.2767191,0.023894787,-0.42892408
BRMS1,-0.2729473,-0.0382576,0.15537167
PART1,-0.45695686,0.011066437,1.6302042
DFNB31,0.04891491,0.010958195,0.05821848
USP49,0.061317444,-0.049958706,-0.37837982
ABHD14A,-0.076408386,0.10990429,-0.26805782
PRKD2,0.378273,0.29762745,-0.03453064
RPL36,-0.832057,-0.50581264,1.8694944
LETMD1,0.46982956,-0.10424709,-0.2679062
MXRA5,0.09859705,-0.057857513,1.4701095
GALNS,0.16298532,-0.2229619,-0.008217812
ZNF473,-0.15233994,0.07490301,0.77840996
GALNT1,-1.0147705,-0.08142805,-1.2436295
ABI3BP,-0.08320427,0.0017223358,-0.29840136
PAMR1,-0.13024282,-0.2033782,-1.3729243
METTL21B,0.17929268,0.18858147,-0.3828559
INTS7,-0.034339905,0.027491093,0.5325651
RNF19A,-0.037463665,0.10028744,0.6311264
RCHY1,-1.0736995,-0.39529133,0.9944868
GALNT2,-0.7866297,-0.83067656,-0.28561306
IFFO1,-0.009306431,0.08125448,0.14697742
CCDC28A,-0.124485016,-0.1496048,0.64752483
OLFML2B,-0.5964446,0.17545232,1.679325
ANAPC15,-0.538249,-0.2594099,0.245224
TMEM158,1.2586975,0.5354614,-0.69987965
AHCTF1,-0.330472,-0.07128477,0.69337034
GALNT3,0.52182484,-0.2017312,0.5644188
POT1,0.22078133,0.033745766,-0.19769478
NDUFAF3,-0.17094898,-0.04692173,-0.4923916
ALS2CL,0.14784431,-0.010802746,-0.5835786
NCR3,0.18496609,0.21797085,-0.20778799
GALT,0.39008236,0.12587309,-0.6391907
NELFB,-0.42073917,-0.12345314,-0.6235075
HSPA12A,0.30264187,0.3148222,0.80538416
SGMS1,0.44750643,0.023142815,0.3803606
MYRIP,-0.25865793,-0.26446438,-0.2739401
NOL11,0.023367882,0.17095184,-0.27987385
ASPM,-0.2451067,-0.39443493,-1.6713028
SOSTDC1,-0.30575418,0.47928047,-1.8413558
GAMT,-0.117239,-0.029462814,-0.98142195
NSL1,-0.48770428,-0.019145966,-0.19086266
WWTR1,-1.4679136,0.04204464,-1.8588686
SAMHD1,-0.06816769,-0.066856384,1.3462744
FAM98A,-1.0240865,-0.22304726,0.35039043
TPGS2,-0.2100811,-0.061911583,-0.6612301
PVRL3,0.48646688,0.43383598,-0.33481836
KBTBD2,-0.25423145,-0.19537258,2.261733
SYF2,0.4605875,-0.41100216,0.5402608
RWDD3,0.39895058,0.13554287,0.35342407
SEC31B,-0.15895128,-0.12295675,0.60494995
PNISR,-0.8364229,-0.46584892,0.6291933
KANK2,-0.62099504,-0.31694937,-1.3016577
GAP43,-0.55430603,-0.042471886,0.10347557
ADGRA2,0.43875885,0.41499853,-0.2836089
NUDT13,0.29533434,-0.11813164,-0.27358198
TMEM87A,-0.10634422,-0.4284773,1.0489502
SH2B1,0.034196377,-0.04890871,-0.39623117
UNC50,0.48063755,-0.016641617,-1.1380763
MMACHC,0.29469585,0.2335248,-1.2134938
EGFL6,0.9048362,0.35458183,-1.391763
NECAP1,0.2459774,0.11683655,0.720376
CHMP2B,-0.08002567,-0.12383747,1.2435207
DHRS7B,-0.39543152,-0.18431568,-0.060053825
AAR2,-0.046414375,0.029402733,0.20631886
NGDN,0.14730358,0.2532816,0.49212265
KRT23,1.0045853,0.37273312,-0.33384514
HINFP,0.29341793,0.06095314,-0.30678463
SNED1,-0.36967754,0.064245224,-0.34340858
HIGD1A,-0.9041915,-0.35509443,0.28608656
REXO2,0.15825272,0.09722805,-0.4932871
IBTK,-0.18783188,-0.46493053,0.33983326
CLIP3,0.48383904,0.5555754,0.034998894
TBC1D10B,-0.12892199,0.024187088,-0.02375412
MOXD1,-0.4090309,0.19680882,-1.0027542
GORASP2,-0.094472885,0.041855812,0.2776041
C2CD3,0.22371769,0.1504364,0.095621586
TKFC,0.32837772,0.112980366,-0.0647192
ZZZ3,0.3100438,0.08404446,-0.21903944
SPATS2L,-0.9798975,-0.07668686,1.0965767
TENM4,-0.47963667,0.1504178,-1.4859967
NSMF,-0.5998187,0.22623539,0.592803
L3MBTL1,0.28763103,0.2568121,-0.2372365
RPAP1,0.0785203,-0.12987804,-0.18518543
FAM32A,-0.036956787,-0.1012907,0.1405878
LRIG1,1.3699484,0.06431675,-0.7828226
UPF2,-0.43446255,-0.43532658,-0.5696697
PTCD1,-0.10816097,-0.060435295,0.060389996
ACOT11,0.124117374,-0.100847244,-0.107954025
PLEKHG3,0.32270622,0.10074043,-0.40835285
OSBPL3,-0.2410717,0.102184296,0.3566208
SUSD5,-0.088680744,0.26693344,-1.1175971
ATRNL1,0.18214417,0.17913961,0.14147234
IPCEF1,-0.7708092,-0.25835228,-0.18010569
GLCE,0.09795761,0.29756832,-0.27917433
SIPA1L1,-0.25720787,-0.15766907,-1.3621497
CHD5,0.38691902,0.18253279,-0.22592115
SS18L1,-0.38145733,-0.16449785,0.9941025
SETBP1,-0.43368387,0.1724186,-0.67879105
UBXN7,-0.18931246,-0.056108475,0.2778144
LTN1,-0.31678152,0.08574724,0.4311695
CNTNAP2,0.49055624,-0.08263302,-0.9453759
ZNF500,0.35177803,0.14495754,-1.2205997
FAM169A,-0.23164749,-0.111420155,0.6052146
SLITRK5,0.093034744,0.3387518,0.17255354
PPP1R16B,1.5304842,0.5245929,0.65496254
DNM3,0.38003302,0.25226736,-0.032984734
AUTS2,0.1785841,-1.2939463,-2.452305
RAB11FIP5,-0.5208497,-0.0053310394,0.08258057
ANKRD17,-0.5855422,-0.0936203,-0.61771154
GIGYF2,0.14115715,0.18472147,0.16230011
ERC2,-0.2565999,0.00069761276,0.90704226
APPL1,-0.02535677,-0.18847847,-0.6592822
DECR2,-0.40391827,-0.19824028,-0.09394455
LSM14A,0.41341496,-0.035744667,-0.75004053
FAM127B,0.62406445,0.15200615,-1.2382135
POLDIP2,-0.099588394,-0.10523224,-0.26680756
ARHGEF26,-0.034609795,-0.20311308,0.2562046
KLK13,0.2500093,0.28398442,0.46353483
GGA1,-0.030527592,0.0799489,-1.0243893
HERC4,0.0066304207,0.070860386,-0.054237127
TOR1AIP1,-0.4757204,-0.39398575,-0.13625526
CCDC9,-0.10537958,-0.10894871,0.22195578
DCAF4,0.07458544,0.06424284,-0.35272217
CHTOP,-0.24193239,-0.018553734,0.51341057
EDRF1,0.16124487,0.28659534,-0.12128019
SZRD1,-0.019049644,-0.17076683,0.32741547
WIPI2,0.7107916,0.3227849,0.80471516
PYGO1,-0.046863556,-0.1555152,-0.16042852
CCDC69,0.6451559,-0.11648464,-0.36465216
TANC2,0.2718978,0.023808956,-0.9868481
WSB1,1.1294208,0.34088612,0.18799877
LDLRAP1,0.11910057,-0.06494045,-0.1954813
PRPF31,0.085810184,0.20631886,-0.4679761
TCTN3,-0.14523172,-0.08265829,0.21447659
GAPVD1,-0.6229439,-0.12010431,0.2565446
SERBP1,-0.16552067,0.10854912,-0.75344086
TTLL3,0.13969517,0.024023533,-0.061756134
IRF2BP1,0.36965656,-0.30361557,-0.18870163
C10orf12,0.19720888,0.107186794,-0.014028549
LRRC32,0.48709106,0.33286667,-0.8680172
RIBC2,0.0072054863,-0.18738222,0.6208463
NAT9,0.2440548,-0.16369152,0.2504902
ZNF337,0.15579605,0.08993101,0.008532047
NOC2L,-0.11390495,0.20499134,-0.31493092
RSL1D1,0.77009773,-0.015469551,-0.34585476
SENP3,0.22300053,0.3111019,-0.9042702
GARS,0.9171066,-0.14168835,2.4599094
TIPRL,0.06947422,-0.09965992,-1.0424204
INTS1,0.33821058,0.0228796,-0.3178258
NPHP4,0.0037412643,-0.033189774,-0.21638203
GART,0.14780807,0.05922699,-0.31386948
GAS1,0.89228964,0.74559975,-1.0964937
FBXW2,-0.5485859,0.042923927,-0.32822895
PTPN22,0.5939951,0.201653,-0.68795633
AMD1,-1.4426107,-0.49158764,0.95905685
GAS2,0.13138294,0.55717707,1.4254668
GMEB2,0.20294762,0.011497974,1.0088239
PITPNC1,-0.3383975,-0.030097008,-0.8078499
GAS6,0.67017937,0.718163,1.2326975
GAS8,0.10091925,-0.07828951,-0.2494216
ARL5A,-0.32106638,-0.26596642,0.107313156
FBXW4P1,0.4462843,-0.049967766,-0.15292072
STAP1,1.1661062,0.36338472,0.060424328
B3GAT3,-0.2938733,-0.1302824,-0.22031784
FBXO2,0.12118721,-0.2488432,0.37753534
FBXL6,0.08691692,0.002928257,-0.52468014
FBXL5,-0.46777487,-0.23266411,0.6289606
FBXL4,-0.06010151,-0.119912624,-0.45755243
FAM50B,-0.16071606,-0.1007247,-0.63949585
KLHL3,-0.4528737,0.2276721,-0.13711357
CABYR,-0.15849495,0.0055351257,0.027718067
GATA4,-0.00038194656,0.06234598,-0.37164116
FBXO22,-0.122056484,0.00035619736,-0.31633472
FBXO9,-0.117866516,-0.16714859,-1.2303171
GATA6,0.45925665,0.09592438,0.14520407
FBXO5,-0.31699467,-0.10580063,-0.109712124
FBXO3,-0.20383453,-0.12369633,-0.57099056
HIBCH,-0.4120369,0.33820248,-1.2577038
VPS33B,-0.17886543,0.049634933,0.7764363
TINF2,0.27038765,-0.009774208,-0.087236404
